chr snpid bp cM male_cM female_cM
7 M1GA0010156 36677045 59.342 54.807 63.877
7 ALGA0040801 36691354 59.3515 54.807 63.896
7 ALGA0040803 36729914 59.3535 54.807 63.9
7 H3GA0021185 36795710 59.377 54.811 63.943
7 MARC0045230 36821608 59.383 54.811 63.955
7 H3GA0021194 36855878 59.4065 54.819 63.994
7 ASGA0033071 36907675 59.4705 54.842 64.099
7 ALGA0040824 36933198 59.4805 54.854 64.107
7 H3GA0021198 36957611 59.611 54.917 64.305
7 MARC0114745 36980974 59.613 54.917 64.309
7 WU_10.2_7_42439230 37030891 59.6285 54.924 64.333
7 ALGA0040834 37089711 59.6285 54.924 64.333
7 H3GA0021205 37145252 59.6655 54.944 64.387
7 WU_10.2_7_42676915 37232258 59.759 54.983 64.535
7 ASGA0033089 37264035 59.7865 54.987 64.586
7 ALGA0040847 37349321 59.839 55.018 64.66
7 WU_10.2_7_42862569 37406847 59.853 55.03 64.676
7 WU_10.2_7_42916233 37460511 59.9345 55.108 64.761
7 MARC0074480 37543721 59.9445 55.112 64.777
7 ALGA0040854 37672104 59.9465 55.116 64.777
7 ASGA0033096 37749404 59.9465 55.116 64.777
7 WU_10.2_7_43307249 37857382 59.954 55.116 64.792
7 ASGA0033098 37952192 60.032 55.174 64.89
7 ASGA0033116 38057569 60.0375 55.174 64.901
7 H3GA0021228 38112849 60.27 55.26 65.28
7 MARC0042983 38156399 60.276 55.26 65.292
7 ASGA0033129 38185224 60.28 55.26 65.3
7 WU_10.2_7_43717244 38216876 60.29 55.272 65.308
7 INRA0025193 38259165 60.297 55.283 65.311
7 MARC0002603 38279746 60.3445 55.346 65.343
7 INRA0025196 38359412 60.3815 55.385 65.378
7 ASGA0033131 38424548 60.3815 55.385 65.378
7 DIAS0000010 38439290 60.385 55.389 65.381
7 M1GA0010197 38462358 60.385 55.389 65.381
7 WU_10.2_7_44194887 38612364 60.42 55.416 65.424
7 WU_10.2_7_44215357 38632830 60.43 55.428 65.432
7 ALGA0040896 38793168 60.479 55.432 65.526
7 H3GA0021245 38823945 60.4965 55.432 65.561
7 MARC0009743 38838241 60.5645 55.479 65.65
7 ASGA0033158 38872525 60.6135 55.518 65.709
7 ALGA0040904 38893957 60.627 55.518 65.736
7 ASGA0033165 38980097 60.7205 55.553 65.888
7 WU_10.2_7_44854308 39036885 60.7245 55.553 65.896
7 WU_10.2_7_44884361 39066940 60.761 55.572 65.95
7 ASGA0033178 39120697 60.769 55.576 65.962
7 ALGA0040929 39132277 60.775 55.576 65.974
7 ASGA0033179 39157286 60.7865 55.584 65.989
7 WU_10.2_7_45092433 39222980 60.859 55.6 66.118
7 WU_10.2_7_45097122 39227671 60.8645 55.6 66.129
7 WU_10.2_7_45126587 39257129 60.8935 55.607 66.18
7 H3GA0021272 39271476 60.94 55.642 66.238
7 DBMA0000241 39303646 60.9635 55.654 66.273
7 ALGA0040937 39316386 60.9635 55.654 66.273
7 WU_10.2_7_45215711 39346082 60.9635 55.654 66.273
7 WU_10.2_7_45236888 39367253 60.993 55.67 66.316
7 ASGA0033200 39472826 61.001 55.67 66.332
7 WU_10.2_7_45440594 39518641 61.026 55.693 66.359
7 ALGA0040948 39548369 61.0595 55.705 66.414
7 ALGA0040947 39583970 61.147 55.728 66.566
7 WU_10.2_7_45566343 39644390 61.231 55.76 66.702
7 WU_10.2_7_45596675 39674717 61.291 55.783 66.799
7 WU_10.2_7_45650127 39728172 61.3945 55.845 66.944
7 WU_10.2_7_45712797 39805128 61.404 55.857 66.951
7 WU_10.2_7_45784484 39876820 61.41 55.865 66.955
7 WU_10.2_7_45874968 39967035 61.41 55.865 66.955
7 WU_10.2_7_46149418 40117254 61.414 55.869 66.959
7 WU_10.2_7_46106657 40160014 61.426 55.877 66.975
7 WU_10.2_7_46071572 40195099 61.447 55.88 67.014
7 WU_10.2_7_46066497 40200174 61.4645 55.888 67.041
7 MARC0077571 40268142 61.4975 55.896 67.099
7 ASGA0033209 40305486 61.5015 55.896 67.107
7 WU_10.2_7_46390179 40326217 61.537 55.912 67.162
7 ALGA0040956 40342037 61.537 55.912 67.162
7 H3GA0021302 40369403 61.562 55.931 67.193
7 WU_10.2_7_46494266 40378278 61.564 55.931 67.197
7 ASGA0033213 40400607 61.591 55.947 67.235
7 ALGA0040965 40437690 61.6965 55.99 67.403
7 H3GA0021306 40467266 61.7025 55.994 67.411
7 ASGA0033234 40482871 61.7065 55.994 67.419
7 WU_10.2_7_46676355 40563142 61.737 56.005 67.469
7 MARC0108738 40565303 61.7585 56.005 67.512
7 ALGA0040984 40581807 61.8035 56.033 67.574
7 WU_10.2_7_46818955 40606536 61.8175 56.033 67.602
7 ASGA0033248 40666361 61.8635 56.044 67.683
7 M1GA0010238 40681099 61.932 56.068 67.796
7 ASGA0033252 40696482 61.932 56.068 67.796
7 WU_10.2_7_47017162 40754715 61.944 56.068 67.82
7 ASGA0033261 40774812 61.9515 56.068 67.835
7 ALGA0041020 40806428 61.971 56.072 67.87
7 ALGA0041024 40820005 62.002 56.079 67.925
7 ALGA0041025 40830444 62.09 56.111 68.069
7 H3GA0021339 40855240 62.3145 56.165 68.464
7 ALGA0041036 40867270 62.348 56.193 68.503
7 WU_10.2_7_47156800 40892446 62.5255 56.408 68.643
7 WU_10.2_7_47362101 41001684 62.642 56.427 68.857
7 ASGA0033277 41053415 62.6815 56.435 68.928
7 ASGA0033282 41155162 62.802 56.47 69.134
7 ASGA0033307 41182729 62.841 56.486 69.196
7 ASGA0033296 41231236 62.849 56.486 69.212
7 ALGA0041064 41243723 62.8725 56.494 69.251
7 ASGA0033288 41257081 62.8875 56.497 69.278
7 ASGA0033285 41304012 62.8935 56.497 69.29
7 ALGA0041046 41375783 62.8935 56.497 69.29
7 WU_10.2_7_48102001 41435975 62.8955 56.497 69.294
7 ASGA0033314 41454098 62.911 56.501 69.321
7 WU_10.2_7_48143072 41482407 62.923 56.505 69.341
7 ALGA0041087 41518700 62.96 56.517 69.403
7 H3GA0021359 41546785 63.0355 56.54 69.531
7 ALGA0041094 41580629 63.102 56.587 69.617
7 M1GA0010251 41618382 63.118 56.599 69.637
7 7_48333670 41672433 63.1505 56.622 69.679
7 ASGA0033338 41693953 63.2385 56.657 69.82
7 WU_10.2_7_48379972 41718666 63.42 56.767 70.073
7 WU_10.2_7_48537179 41877149 63.6285 56.864 70.393
7 M1GA0010262 41907833 63.6325 56.868 70.397
7 ASGA0033347 41971593 63.67 56.888 70.452
7 ASGA0033352 42008342 63.6895 56.892 70.487
7 ASGA0033353 42020442 63.7165 56.907 70.526
7 WU_10.2_7_48701483 42043174 63.7165 56.907 70.526
7 ASGA0033358 42066071 63.738 56.915 70.561
7 ASGA0033372 42095708 63.742 56.915 70.569
7 ALGA0041144 42150027 63.8235 56.989 70.658
7 ALGA0041148 42175008 63.8315 56.989 70.674
7 ALGA0041152 42202732 63.861 57.013 70.709
7 WU_10.2_7_48876957 42220105 63.8895 57.024 70.755
7 ALGA0041153 42248609 63.8895 57.024 70.755
7 DRGA0007537 42263721 63.8915 57.028 70.755
7 ALGA0041156 42284034 63.8915 57.028 70.755
7 ASGA0098971 42296344 63.8915 57.028 70.755
7 ASGA0090243 42354277 63.9055 57.04 70.771
7 ASGA0095875 42356459 63.9115 57.04 70.783
7 ALGA0112846 42458930 64.0045 57.063 70.946
7 WU_10.2_7_49004340 42640962 64.075 57.087 71.063
7 DRGA0007539 42672686 64.108 57.11 71.106
7 ALGA0041174 42731709 64.186 57.2 71.172
7 H3GA0021382 42770532 64.2075 57.223 71.192
7 ASGA0033396 42830706 64.215 57.227 71.203
7 ALGA0041186 42852038 64.217 57.227 71.207
7 ASGA0033399 42881405 64.217 57.227 71.207
7 ALGA0041189 42930616 64.217 57.227 71.207
7 ALGA0041200 43016323 64.227 57.235 71.219
7 ALGA0041203 43052811 64.239 57.243 71.235
7 MARC0091574 43134743 64.2695 57.262 71.277
7 ALGA0041218 43174124 64.2935 57.282 71.305
7 ASGA0033414 43209269 64.2935 57.282 71.305
7 ALGA0041221 43225630 64.307 57.286 71.328
7 MARC0050152 43245762 64.309 57.286 71.332
7 ASGA0033427 43308740 64.311 57.29 71.332
7 ASGA0033428 43330078 64.317 57.29 71.344
7 ALGA0041234 43351432 64.338 57.321 71.355
7 INRA0025434 43363295 64.342 57.321 71.363
7 ALGA0041246 43524915 64.4165 57.38 71.453
7 ASGA0033449 43560865 64.498 57.45 71.546
7 M1GA0010269 43669059 64.588 57.532 71.644
7 ALGA0041266 43714818 64.8145 57.802 71.827
7 MARC0006040 43770346 64.834 57.806 71.862
7 MARC0062453 43782672 64.834 57.806 71.862
7 MARC0038265 43797508 64.834 57.806 71.862
7 DIAS0002292 43839663 64.8415 57.806 71.877
7 H3GA0021402 43867941 64.863 57.818 71.908
7 M1GA0010276 43880486 64.8705 57.821 71.92
7 ALGA0041289 43894067 64.8705 57.821 71.92
7 ALGA0041291 43935080 64.902 57.872 71.932
7 ASGA0033471 44013944 64.9485 57.915 71.982
7 ALGA0041302 44057225 64.974 57.95 71.998
7 ASGA0033473 44101951 64.978 57.95 72.006
7 H3GA0021406 44127594 65.038 57.981 72.095
7 ALGA0041320 44269229 65.1535 58.095 72.212
7 ALGA0041328 44286248 65.1535 58.095 72.212
7 WU_10.2_7_50704936 44309345 65.177 58.114 72.24
7 ALGA0041338 44489604 65.3605 58.275 72.446
7 DRGA0007565 44524117 65.3605 58.275 72.446
7 ASGA0033485 44548151 65.409 58.294 72.524
7 ALGA0041347 44615308 65.415 58.298 72.532
7 MARC0045603 44746958 65.618 58.423 72.813
7 WU_10.2_7_51175455 44805441 65.6375 58.423 72.852
7 ASGA0033502 44914107 65.6415 58.431 72.852
7 ALGA0041367 44940445 65.6415 58.431 72.852
7 INRA0025530 44962258 65.649 58.446 72.852
7 ALGA0041370 44984516 65.7465 58.532 72.961
7 H3GA0021426 45094967 65.8285 58.571 73.086
7 DRGA0007577 45120041 65.8285 58.571 73.086
7 DRGA0007578 45140741 65.8285 58.571 73.086
7 MARC0067279 45187444 65.8305 58.575 73.086
7 H3GA0021430 45365749 65.9025 58.638 73.167
7 ALGA0041416 45463557 65.9165 58.642 73.191
7 ALGA0041419 45493656 65.9435 58.673 73.214
7 H3GA0021439 45539293 65.961 58.681 73.241
7 WU_10.2_7_52082822 45632260 66.0115 58.716 73.307
7 MARC0094543 45677611 66.033 58.72 73.346
7 ASGA0033546 45698913 66.0815 58.735 73.428
7 ALGA0041441 45711668 66.0815 58.735 73.428
7 H3GA0021445 45733937 66.2205 58.853 73.588
7 MARC0093754 45758204 66.4175 58.946 73.889
7 ALGA0041464 45828581 66.431 58.95 73.912
7 ASGA0033576 45856658 66.433 58.95 73.916
7 H3GA0021468 45925391 66.4505 58.954 73.947
7 ALGA0041477 45959499 66.4525 58.954 73.951
7 H3GA0021475 46033165 66.4525 58.954 73.951
7 ASGA0033603 46081552 66.4545 58.954 73.955
7 M1GA0010288 46094909 66.4545 58.954 73.955
7 ALGA0041496 46108788 66.4545 58.954 73.955
7 ALGA0041501 46124358 66.4545 58.954 73.955
7 ASGA0033613 46144908 66.4585 58.954 73.963
7 ASGA0033619 46181162 66.46 58.954 73.966
7 WU_10.2_7_52679235 46228232 66.47 58.958 73.982
7 ALGA0045939 46257770 66.548 59.017 74.079
7 ASGA0037326 46283437 66.548 59.017 74.079
7 ASGA0037329 46334668 66.71 59.114 74.306
7 WU_10.2_7_134095375 46374254 66.71 59.114 74.306
7 MARC0060185 46388648 66.7215 59.122 74.321
7 MARC0039911 46425321 66.735 59.122 74.348
7 ASGA0037350 46473354 66.747 59.134 74.36
7 M1GA0011538 46492128 66.7625 59.134 74.391
7 MARC0093860 46524362 66.7745 59.142 74.407
7 MARC0060950 46569153 66.7745 59.142 74.407
7 WU_10.2_7_134348832 46604123 66.809 59.153 74.465
7 WU_10.2_7_134375250 46631164 66.854 59.188 74.52
7 MARC0058228 46644924 66.8615 59.188 74.535
7 ALGA0045990 46678048 66.8615 59.188 74.535
7 H3GA0023983 46698010 66.889 59.204 74.574
7 MARC0036274 46758293 66.889 59.204 74.574
7 M1GA0011542 46774253 66.889 59.204 74.574
7 ASGA0037375 46799407 66.895 59.204 74.586
7 WU_10.2_7_134593280 46908005 66.907 59.216 74.598
7 WU_10.2_7_134634780 46948714 66.907 59.216 74.598
7 WU_10.2_7_134698567 46977112 66.92 59.223 74.617
7 ALGA0046005 46992038 66.92 59.223 74.617
7 WU_10.2_7_134660601 47014761 66.977 59.263 74.691
7 WU_10.2_7_134761517 47080207 66.977 59.263 74.691
7 7_134762912 47081602 66.981 59.263 74.699
7 ALGA0041511 47295291 66.9925 59.263 74.722
7 H3GA0021493 47307548 66.9945 59.263 74.726
7 ALGA0041512 47324213 67.008 59.263 74.753
7 H3GA0021494 47364951 67.0255 59.286 74.765
7 ALGA0041516 47390389 67.0315 59.298 74.765
7 WU_10.2_7_52764269 47403714 67.0315 59.298 74.765
7 ASGA0033639 47475050 67.0395 59.298 74.781
7 MARC0034834 47546061 67.041 59.298 74.784
7 ALGA0108021 47590004 67.084 59.325 74.843
7 DIAS0001425 47602466 67.1035 59.337 74.87
7 ALGA0120407 47604014 67.1155 59.341 74.89
7 ALGA0105033 47636849 67.23 59.473 74.987
7 DIAS0000121 47750129 67.2595 59.489 75.03
7 DIAS0002055 47774244 67.2595 59.489 75.03
7 ALGA0041544 47806037 67.275 59.497 75.053
7 ALGA0041552 47820035 67.283 59.501 75.065
7 MARC0037657 47871022 67.5705 59.877 75.264
7 ASGA0033695 47918831 67.5745 59.885 75.264
7 M1GA0010305 47941333 67.5745 59.885 75.264
7 ALGA0041568 47972302 67.5895 59.896 75.283
7 ALGA0041577 47983938 67.5895 59.896 75.283
7 ALGA0041580 48022423 67.6035 59.916 75.291
7 ALGA0041585 48045638 67.623 59.924 75.322
7 MARC0046318 48066310 67.623 59.924 75.322
7 ASGA0033712 48095614 67.623 59.924 75.322
7 ASGA0033717 48147486 67.6365 59.935 75.338
7 ALGA0041598 48168881 67.658 59.947 75.369
7 H3GA0021565 48192366 67.6835 59.959 75.408
7 ASGA0033742 48218972 67.7045 59.978 75.431
7 ASGA0033771 48331185 67.7045 59.978 75.431
7 ASGA0033778 48356544 67.72 59.986 75.454
7 ALGA0041669 48384635 67.7575 60.029 75.486
7 ALGA0041676 48419273 67.9075 60.232 75.583
7 MARC0016824 48435583 67.923 60.232 75.614
7 ALGA0041685 48472175 68.378 60.912 75.844
7 H3GA0021609 48496620 68.378 60.912 75.844
7 ALGA0041692 48516064 68.4055 60.947 75.864
7 H3GA0021617 48554364 68.435 60.967 75.903
7 ALGA0041729 48627903 68.5225 61.029 76.016
7 ASGA0033842 48737476 68.532 61.037 76.027
7 H3GA0021630 48764393 68.548 61.049 76.047
7 INRA0025801 48841365 68.569 61.084 76.054
7 ASGA0033859 48971742 68.575 61.088 76.062
7 DIAS0001401 49019421 68.594 61.099 76.089
7 DIAS0004279 49021614 68.614 61.111 76.117
7 DIAS0002119 49033907 68.686 61.185 76.187
7 BGIS0003571 49073136 68.688 61.185 76.191
7 ALGA0041790 49134860 68.6995 61.197 76.202
7 M1GA0010339 49184640 68.7385 61.224 76.253
7 H3GA0021654 49209301 68.758 61.244 76.272
7 ALGA0041797 49252573 68.76 61.244 76.276
7 ALGA0041830 49361905 68.803 61.306 76.3
7 ASGA0033926 49463170 68.844 61.322 76.366
7 ALGA0105403 49468196 68.846 61.326 76.366
7 H3GA0055560 49488468 68.9765 61.431 76.522
7 ALGA0041854 49541223 68.9765 61.431 76.522
7 ALGA0041856 49605657 68.9765 61.431 76.522
7 WU_10.2_7_55151479 49642230 68.99 61.431 76.549
7 ASGA0033937 49660081 68.99 61.431 76.549
7 ALGA0041864 49676643 69.029 61.443 76.615
7 MARC0031937 49723627 69.029 61.443 76.615
7 ASGA0033938 49736325 69.035 61.447 76.623
7 ALGA0041867 49765617 69.121 61.525 76.717
7 MARC0055699 49830515 69.2205 61.588 76.853
7 ALGA0041878 49873076 69.2495 61.615 76.884
7 ALGA0041880 49887262 69.265 61.623 76.907
7 ALGA0041893 49935045 69.265 61.623 76.907
7 ALGA0041900 49967741 69.269 61.627 76.911
7 ALGA0041905 49980772 69.2765 61.63 76.923
7 MARC0030885 49998683 69.2785 61.63 76.927
7 ALGA0041911 50022514 69.2845 61.634 76.935
7 MARC0074526 50034186 69.2845 61.634 76.935
7 H3GA0021712 50046321 69.2845 61.634 76.935
7 H3GA0021713 50060850 69.288 61.634 76.942
7 M1GA0010388 50081649 69.288 61.634 76.942
7 ASGA0033993 50093536 69.306 61.638 76.974
7 ALGA0041934 50148031 69.329 61.669 76.989
7 ASGA0034005 50177267 69.378 61.697 77.059
7 ALGA0041941 50205289 69.4405 61.787 77.094
7 ALGA0041945 50217275 69.468 61.826 77.11
7 ALGA0041948 50283279 69.4735 61.833 77.114
7 H3GA0021739 50310444 69.485 61.833 77.137
7 MARC0014340 50389853 69.485 61.833 77.137
7 MARC0098532 50429945 69.5145 61.869 77.16
7 ALGA0041959 50450039 69.5165 61.873 77.16
7 M1GA0010398 50479395 69.526 61.876 77.176
7 ASGA0034027 50493399 69.538 61.888 77.188
7 H3GA0021745 50556512 69.567 61.915 77.219
7 ALGA0041977 50570021 69.567 61.915 77.219
7 ASGA0034040 50603520 69.567 61.915 77.219
7 M1GA0010402 50666428 69.593 61.955 77.231
7 ALGA0041993 50682389 69.6395 62.013 77.266
7 H3GA0021762 50716500 69.6395 62.013 77.266
7 H3GA0021764 50728561 69.641 62.013 77.269
7 ALGA0042001 50908147 69.653 62.021 77.285
7 ASGA0034057 50959933 69.674 62.04 77.308
7 MARC0058847 51013727 69.674 62.04 77.308
7 DIAS0000025 51034119 69.692 62.064 77.32
7 MARC0060380 51118651 69.692 62.064 77.32
7 H3GA0021773 51134094 69.692 62.064 77.32
7 H3GA0021777 51170021 69.6995 62.079 77.32
7 DRGA0007655 51234823 69.723 62.118 77.328
7 ALGA0042026 51295250 69.7485 62.161 77.336
7 M1GA0010406 51308241 69.7485 62.161 77.336
7 ASGA0034088 51328974 69.7505 62.165 77.336
7 INRA0025982 51358815 69.7505 62.165 77.336
7 H3GA0021787 51376033 69.7875 62.22 77.355
7 H3GA0021788 51398162 69.7875 62.22 77.355
7 ASGA0034092 51426275 69.811 62.255 77.367
7 ALGA0042042 51446311 69.811 62.255 77.367
7 ASGA0034100 51500643 69.821 62.271 77.371
7 ALGA0042054 51555190 69.821 62.271 77.371
7 ASGA0034107 51570546 69.848 62.314 77.382
7 ASGA0034108 51610273 69.8595 62.329 77.39
7 ASGA0034116 51847199 69.895 62.396 77.394
7 ASGA0034120 51896814 69.9085 62.419 77.398
7 H3GA0021802 51910405 69.9085 62.419 77.398
7 ASGA0034121 51936027 69.9085 62.419 77.398
7 MARC0087844 51954295 69.9085 62.419 77.398
7 M1GA0010414 52033314 70.194 62.897 77.491
7 ALGA0042092 52073536 70.194 62.897 77.491
7 ASGA0034141 52139305 70.194 62.897 77.491
7 MARC0040683 52151659 70.206 62.921 77.491
7 MARC0028399 52177010 70.2415 62.968 77.515
7 H3GA0021824 52220781 70.2455 62.972 77.519
7 MARC0025841 52278595 70.3095 63.046 77.573
7 ALGA0042123 52354480 70.331 63.085 77.577
7 DRGA0007667 52406534 70.331 63.085 77.577
7 INRA0026053 52456365 70.331 63.085 77.577
7 H3GA0021832 52458631 70.331 63.085 77.577
7 MARC0027851 52489010 70.401 63.194 77.608
7 ASGA0034157 52520658 70.401 63.194 77.608
7 7_58103527 52571000 70.401 63.194 77.608
7 ALGA0042134 53103004 70.401 63.194 77.608
7 H3GA0021842 53164966 70.44 63.245 77.635
7 ALGA0042141 53362140 70.5455 63.397 77.694
7 M1GA0010426 53498685 70.559 63.413 77.705
7 ASGA0034184 53514650 70.559 63.413 77.705
7 ALGA0042155 53527164 70.559 63.413 77.705
7 ALGA0042164 53934736 70.5805 63.444 77.717
7 ASGA0034188 54058179 70.6215 63.518 77.725
7 MARC0049470 54145237 70.825 63.847 77.803
7 ALGA0042183 54185548 70.827 63.851 77.803
7 MARC0037028 54303408 70.8445 63.882 77.807
7 ALGA0042187 54336238 70.882 63.918 77.846
7 H3GA0021869 54398347 70.893 63.933 77.853
7 AFFX-114997524 54565009 70.917 63.949 77.885
7 ASGA0034199 54698134 70.936 63.976 77.896
7 ALGA0042197 54782830 70.938 63.98 77.896
7 ASGA0034201 54919473 70.952 63.988 77.916
7 H3GA0021877 54941913 70.954 63.992 77.916
7 H3GA0021880 54972413 70.967 64.003 77.931
7 INRA0026086 54987917 70.967 64.003 77.931
7 ASGA0034205 55245189 70.977 64.007 77.947
7 ASGA0034207 55272636 71.004 64.046 77.962
7 ASGA0034212 55350089 71.032 64.074 77.99
7 H3GA0021889 55507933 71.0395 64.089 77.99
7 ALGA0042216 55558934 71.0455 64.101 77.99
7 SIRI0001223 55591480 71.0455 64.101 77.99
7 SIRI0001226 55591778 71.0455 64.101 77.99
7 ALGA0042218 55617577 71.0685 64.14 77.997
7 M1GA0010440 55776240 71.0745 64.144 78.005
7 ALGA0042219 56195091 71.0905 64.156 78.025
7 ASGA0034220 56252185 71.0905 64.156 78.025
7 WU_10.2_7_61209431 56326781 71.1015 64.171 78.032
7 INRA0026114 56418903 71.127 64.218 78.036
7 MARC0036528 56540760 71.127 64.218 78.036
7 ALGA0042227 56566910 71.137 64.226 78.048
7 AFFX-114822211 56752202 71.1625 64.265 78.06
7 INRA0026119 56856749 71.176 64.288 78.064
7 INRA0026121 56993586 71.176 64.288 78.064
7 INRA0026126 57114558 71.176 64.288 78.064
7 ALGA0042236 57228770 71.188 64.308 78.068
7 ALGA0042239 57274446 71.194 64.32 78.068
7 WU_10.2_7_62145716 57409885 71.203 64.335 78.071
7 H3GA0021903 57592315 71.211 64.343 78.079
7 M1GA0010442 57618064 71.213 64.343 78.083
7 ALGA0042247 57650479 71.2305 64.374 78.087
7 M1GA0010444 57663757 71.2305 64.374 78.087
7 ALGA0042250 57679367 71.2305 64.374 78.087
7 ALGA0042253 57716789 71.338 64.585 78.091
7 ASGA0034251 57744283 71.358 64.617 78.099
7 ALGA0042260 57808686 71.4045 64.683 78.126
7 H3GA0021922 57859610 71.418 64.706 78.13
7 ALGA0042270 57887199 71.52 64.867 78.173
7 M1GA0010452 57940324 71.524 64.875 78.173
7 DIAS0000315 57980920 71.526 64.875 78.177
7 WU_10.2_7_62954063 58265859 71.5605 64.929 78.192
7 AFFX-114973120 58474343 71.5685 64.945 78.192
7 INRA0026190 58684761 71.576 64.956 78.196
7 INRA0026191 58726347 71.586 64.976 78.196
7 ALGA0042288 58783933 71.586 64.976 78.196
7 ALGA0042289 58880937 71.586 64.976 78.196
7 ASGA0034277 58928697 71.586 64.976 78.196
7 DRGA0007689 58993482 71.588 64.976 78.2
7 ALGA0042294 59025162 71.588 64.976 78.2
7 H3GA0021937 59224419 71.631 65.058 78.204
7 ALGA0042296 59251413 71.631 65.058 78.204
7 ASGA0034282 59296089 71.639 65.07 78.208
7 H3GA0021944 59342923 71.648 65.081 78.215
7 ALGA0042301 59531185 71.705 65.179 78.231
7 ALGA0042304 59598264 71.707 65.179 78.235
7 ALGA0042315 59854562 71.7265 65.21 78.243
7 ASGA0034291 59879935 71.7265 65.21 78.243
7 ASGA0034292 59961633 71.7385 65.234 78.243
7 H3GA0021960 59970543 71.7405 65.238 78.243
7 ASGA0034294 60044471 71.7405 65.238 78.243
7 DIAS0000883 60097952 71.75 65.257 78.243
7 MARC0028986 60134455 71.75 65.257 78.243
7 ASGA0034307 60382544 71.771 65.292 78.25
7 H3GA0021967 60416112 71.783 65.316 78.25
7 ASGA0034309 60429565 71.816 65.37 78.262
7 ASGA0034310 60442075 71.818 65.37 78.266
7 MARC0076146 60624442 71.832 65.394 78.27
7 WU_10.2_7_65166653 60635853 71.832 65.394 78.27
7 ALGA0042327 60756181 71.832 65.394 78.27
7 ALGA0042329 60891731 71.832 65.394 78.27
7 ASGA0034316 61028364 71.8495 65.429 78.27
7 ALGA0042336 61141099 71.8595 65.445 78.274
7 ALGA0042337 61170829 71.865 65.456 78.274
7 INRA0026258 61356894 71.8885 65.503 78.274
7 H3GA0021970 61362991 71.8885 65.503 78.274
7 ALGA0042344 61386874 71.8925 65.507 78.278
7 ALGA0042346 61410124 71.8985 65.515 78.282
7 WU_10.2_7_66172959 61459763 71.9075 65.53 78.285
7 H3GA0021972 61591720 71.933 65.577 78.289
7 MARC0046315 61752024 71.937 65.585 78.289
7 WU_10.2_7_66531198 61828136 71.9525 65.612 78.293
7 DRGA0007711 61987073 71.9625 65.632 78.293
7 WU_10.2_7_66796849 62093766 71.9625 65.632 78.293
7 WU_10.2_7_67071749 62196984 71.9705 65.64 78.301
7 ALGA0042354 62321158 72.009 65.694 78.324
7 INRA0026286 62341445 72.06 65.722 78.398
7 WU_10.2_7_67341839 62470601 72.099 65.761 78.437
7 ALGA0042359 62700519 72.234 65.898 78.57
7 WU_10.2_7_67650244 62803951 72.234 65.898 78.57
7 WU_10.2_7_67728075 62881773 72.2375 65.905 78.57
7 WU_10.2_7_67797696 62951391 72.492 66.266 78.718
7 WU_10.2_7_67871790 63014952 72.5265 66.312 78.741
7 H3GA0021986 63161681 72.5405 66.332 78.749
7 ASGA0034334 63215394 72.6675 66.453 78.882
7 SIRI0001183 63241480 72.675 66.461 78.889
7 ALGA0042370 63306042 72.679 66.469 78.889
7 ALGA0042372 63388097 72.8215 66.602 79.041
7 ASGA0034341 63442565 72.829 66.609 79.049
7 ALGA0042374 63461242 72.833 66.609 79.057
7 ALGA0042375 63495356 72.833 66.609 79.057
7 ASGA0034343 63522661 72.835 66.609 79.061
7 ALGA0042378 63556594 72.841 66.621 79.061
7 ALGA0042379 63587355 73.0185 66.762 79.275
7 ALGA0042383 63669749 73.036 66.789 79.283
7 INRA0026314 63701792 73.036 66.789 79.283
7 WU_10.2_7_68579075 63774206 73.036 66.789 79.283
7 AFFX-114671415 63885883 73.05 66.805 79.295
7 INRA0026318 64046473 73.145 66.898 79.392
7 DRGA0007725 64175737 73.147 66.902 79.392
7 H3GA0021998 64374834 73.149 66.906 79.392
7 H3GA0021993 64386060 73.151 66.906 79.396
7 ASGA0034355 64459036 73.153 66.91 79.396
7 H3GA0021996 64482238 73.159 66.914 79.404
7 ASGA0034357 64524933 73.18 66.941 79.419
7 MARC0025572 64572108 73.19 66.953 79.427
7 INRA0026325 64651603 73.19 66.953 79.427
7 H3GA0022004 64812164 73.194 66.953 79.435
7 MARC0033686 64847978 73.194 66.953 79.435
7 ALGA0042411 65058548 73.2095 66.98 79.439
7 WU_10.2_7_69933666 65104048 73.217 66.984 79.45
7 ASGA0034372 65210176 73.217 66.984 79.45
7 ALGA0112394 65277773 73.2585 67 79.517
7 MARC0012897 65296565 73.262 67.004 79.52
7 ALGA0103916 65303737 73.2835 67.039 79.528
7 ALGA0042417 65356760 73.305 67.051 79.559
7 MARC0067183 65487055 73.307 67.051 79.563
7 ASGA0034388 65550089 73.311 67.055 79.567
7 ALGA0042424 65570498 73.3225 67.07 79.575
7 ALGA0042427 65595703 73.3225 67.07 79.575
7 ASGA0034393 65625414 73.3225 67.07 79.575
7 ASGA0034397 65649418 73.3245 67.07 79.579
7 ASGA0034400 65690570 73.3265 67.074 79.579
7 ALGA0042433 65718810 73.342 67.086 79.598
7 ASGA0034405 65738048 73.3575 67.105 79.61
7 ALGA0042436 65752350 73.3635 67.117 79.61
7 MARC0008027 65782149 73.3695 67.117 79.622
7 MARC0112179 65827766 73.389 67.156 79.622
7 ASGA0034415 65842660 73.4575 67.258 79.657
7 ASGA0034420 65883349 73.4925 67.289 79.696
7 ASGA0034424 65923623 73.572 67.371 79.773
