chr snpid bp cM male_cM female_cM
6 WU_10.2_6_145938326 158256962 120.464 109.757 131.171
6 WU_10.2_6_145924038 158271246 120.464 109.757 131.171
6 WU_10.2_6_145871578 158323706 120.4765 109.774 131.179
6 WU_10.2_6_146039110 158338660 120.514 109.79 131.238
6 WU_10.2_6_146056334 158355887 120.514 109.79 131.238
6 WU_10.2_6_146146262 158444655 120.531 109.816 131.246
6 WU_10.2_6_146186223 158484025 120.5685 109.866 131.271
6 WU_10.2_6_146227910 158525611 120.5895 109.891 131.288
6 CASI0008857 158546235 120.619 109.917 131.321
6 WU_10.2_6_146267864 158565424 120.644 109.934 131.354
6 ALGA0037549 158658647 120.6565 109.942 131.371
6 WU_10.2_6_146374278 158671822 120.6815 109.942 131.421
6 ALGA0037555 158692392 120.707 109.976 131.438
6 WU_10.2_6_146407636 158705175 120.795 110.077 131.513
6 WU_10.2_6_146428369 158725908 120.8655 110.102 131.629
6 MARC0035152 158738010 120.8825 110.102 131.663
6 WU_10.2_6_146466827 158764044 120.9745 110.136 131.813
6 WU_10.2_6_146501240 158798090 120.999 110.152 131.846
6 WU_10.2_6_146514793 158811628 121.0075 110.152 131.863
6 ASGA0030060 158835023 121.117 110.254 131.98
6 WU_10.2_6_146742567 158874827 121.28 110.321 132.239
6 WU_10.2_6_146616032 158952104 121.489 110.447 132.531
6 WU_10.2_6_146656750 158992820 121.527 110.473 132.581
6 ALGA0104893 159018219 121.527 110.473 132.581
6 WU_10.2_6_146700439 159036487 121.594 110.523 132.665
6 WU_10.2_6_146790024 159078045 121.7245 110.709 132.74
6 MARC0038340 159096508 121.7615 110.717 132.806
6 WU_10.2_6_146830045 159117904 121.816 110.742 132.89
6 H3GA0019183 159138814 121.967 110.902 133.032
6 ASGA0030082 159154766 122.08 110.978 133.182
6 DIAS0001823 159194242 122.1475 111.029 133.266
6 WU_10.2_6_147013017 159309379 122.214 111.121 133.307
6 WU_10.2_6_146988063 159368651 122.2435 111.155 133.332
6 WU_10.2_6_147154842 159422319 122.265 111.164 133.366
6 WU_10.2_6_147223902 159462617 122.3065 111.189 133.424
6 WU_10.2_6_147384745 159671132 122.416 111.332 133.5
6 CASI0009330 159764271 122.424 111.34 133.508
6 MARC0058702 159801569 122.424 111.34 133.508
6 ALGA0112016 159816927 122.424 111.34 133.508
6 WU_10.2_6_147511792 159851632 122.437 111.366 133.508
6 H3GA0019192 159881714 122.4455 111.383 133.508
6 WU_10.2_6_147616645 159950298 122.4665 111.425 133.508
6 H3GA0019193 159983993 122.576 111.627 133.525
6 ASGA0030094 160010440 122.58 111.635 133.525
6 WU_10.2_6_147806061 160127893 122.6265 111.728 133.525
6 WU_10.2_6_147858104 160155228 122.7315 111.888 133.575
6 ASGA0030105 160183304 122.74 111.905 133.575
6 ASGA0030100 160220231 122.7905 112.006 133.575
6 H3GA0019195 160251796 122.8495 112.082 133.617
6 ALGA0037589 160301271 122.9675 112.293 133.642
6 ASGA0030114 160327199 122.9675 112.293 133.642
6 MARC0029221 160361778 122.9845 112.327 133.642
6 WU_10.2_6_148093098 160390005 123.0055 112.369 133.642
6 WU_10.2_6_148132890 160429795 123.081 112.461 133.701
6 WU_10.2_6_148158088 160454991 123.0855 112.47 133.701
6 WU_10.2_6_148177389 160474293 123.0895 112.478 133.701
6 WU_10.2_6_148209459 160506365 123.106 112.503 133.709
6 H3GA0019199 160535498 123.1905 112.655 133.726
6 H3GA0019200 160587182 123.279 112.782 133.776
6 WU_10.2_6_148334088 160630978 123.279 112.782 133.776
6 MARC0054018 160663061 123.279 112.782 133.776
6 WU_10.2_6_148384313 160681735 123.279 112.782 133.776
6 MARC0070309 160748030 123.3335 112.849 133.818
6 WU_10.2_6_148557158 160897367 123.604 113.187 134.021
6 WU_10.2_6_148674490 160948685 123.604 113.187 134.021
6 WU_10.2_6_148609748 160986184 123.6125 113.204 134.021
6 WU_10.2_6_148862144 161045856 123.6205 113.22 134.021
6 WU_10.2_6_148893657 161195332 123.7045 113.321 134.088
6 WU_10.2_6_148950562 161251781 123.7045 113.321 134.088
6 WU_10.2_6_148982312 161283531 123.7045 113.321 134.088
6 WU_10.2_6_149035056 161336274 123.7215 113.338 134.105
6 ALGA0037615 161391834 123.7215 113.338 134.105
6 ALGA0037612 161436978 123.7215 113.338 134.105
6 ASGA0030129 161453279 123.7215 113.338 134.105
6 WU_10.2_6_149180133 161477197 123.7295 113.338 134.121
6 ALGA0037623 161498483 123.7425 113.364 134.121
6 WU_10.2_6_149229369 161526436 123.793 113.423 134.163
6 MARC0087843 161570073 123.932 113.566 134.298
6 ALGA0121558 161602677 123.932 113.566 134.298
6 WU_10.2_6_149331154 161628037 123.936 113.574 134.298
6 WU_10.2_6_149371919 161669819 123.936 113.574 134.298
6 WU_10.2_6_149500861 162087860 124.0965 113.743 134.45
6 WU_10.2_6_149446710 162104072 124.0965 113.743 134.45
6 WU_10.2_6_149547326 162116902 124.0965 113.743 134.45
6 WU_10.2_6_149571385 162140957 124.0965 113.743 134.45
6 WU_10.2_6_149470470 162165521 124.0965 113.743 134.45
6 MARC0060322 162182504 124.0965 113.743 134.45
6 ASGA0103740 162197793 124.0965 113.743 134.45
6 WU_10.2_6_149622811 162227174 124.0965 113.743 134.45
6 WU_10.2_6_149692589 162297289 124.1005 113.743 134.458
6 ASGA0097630 162332459 124.1005 113.743 134.458
6 WU_10.2_6_149742805 162347564 124.1045 113.751 134.458
6 MARC0006235 162363448 124.1045 113.751 134.458
6 WU_10.2_6_149858851 162463456 124.1425 113.793 134.492
6 WU_10.2_6_149905388 162509955 124.164 113.819 134.509
6 WU_10.2_6_149923742 162528309 124.164 113.819 134.509
6 WU_10.2_6_150028464 162577088 124.168 113.819 134.517
6 WU_10.2_6_150039670 162588298 124.168 113.819 134.517
6 WU_10.2_6_150072824 162621054 124.168 113.819 134.517
6 ALGA0122941 162662555 124.1845 113.835 134.534
6 MARC0068985 162665513 124.1845 113.835 134.534
6 MARC0009266 162683545 124.2185 113.886 134.551
6 ASGA0103138 162698334 124.2435 113.911 134.576
6 WU_10.2_6_150297695 162727893 124.2855 113.97 134.601
6 ASGA0099081 162751673 124.4415 114.105 134.778
6 WU_10.2_6_150251637 162773871 124.644 114.231 135.057
6 MARC0075780 162802090 124.644 114.231 135.057
6 WU_10.2_6_150199359 162826034 124.644 114.231 135.057
6 ALGA0105604 162861571 124.644 114.231 135.057
6 WU_10.2_6_150378921 162877136 124.644 114.231 135.057
6 ALGA0108410 162910888 124.6485 114.24 135.057
6 ASGA0088896 162915360 124.6485 114.24 135.057
6 MARC0035025 162920413 124.6945 114.273 135.116
6 MARC0034269 163017952 125.016 114.544 135.488
6 H3GA0052862 163019464 125.0325 114.544 135.521
6 WU_10.2_6_150500336 163029792 125.2985 114.661 135.936
6 WU_10.2_6_150536651 163066026 125.3025 114.661 135.944
6 WU_10.2_6_150613578 163151170 125.362 114.729 135.995
6 ALGA0121862 163252476 125.548 114.881 136.215
6 ALGA0113747 163263354 125.5685 114.897 136.24
6 ALGA0111932 163271716 125.5685 114.897 136.24
6 MARC0112868 163279245 125.5725 114.897 136.248
6 WU_10.2_6_150915134 163286705 125.594 114.897 136.291
6 DRGA0017701 163346588 125.594 114.897 136.291
6 ALGA0114012 163386574 125.594 114.897 136.291
6 WU_10.2_6_150968983 163397236 125.594 114.897 136.291
6 WU_10.2_6_150984898 163413151 125.594 114.897 136.291
6 WU_10.2_6_151012483 163445818 125.716 114.956 136.476
6 WU_10.2_6_151027119 163460448 125.767 114.956 136.578
6 ASGA0084555 163487521 125.78 114.965 136.595
6 WU_10.2_6_151077566 163511484 125.881 115.024 136.738
6 M1GA0024451 163534940 126.1095 115.15 137.069
6 ALGA0116804 163536031 126.1095 115.15 137.069
6 ASGA0098091 163545320 126.1895 115.175 137.204
6 WU_10.2_6_151235148 163563136 126.4775 115.462 137.493
6 ASGA0094022 163580963 126.626 115.555 137.697
6 ASGA0099021 163598647 126.647 115.563 137.731
6 WU_10.2_6_151171020 163627271 126.931 115.732 138.13
6 WU_10.2_6_151150412 163647877 127.071 115.791 138.351
6 WU_10.2_6_151302031 163750101 127.483 116.129 138.837
6 WU_10.2_6_151308710 163756092 127.5635 116.171 138.956
6 6_151345850 163793223 127.7415 116.264 139.219
6 WU_10.2_6_151367605 163814981 127.7835 116.28 139.287
6 WU_10.2_6_151392656 163840028 127.9235 116.373 139.474
6 ASGA0099164 163889406 128.0895 116.407 139.772
6 WU_10.2_6_151468017 163915256 128.136 116.424 139.848
6 MARC0050722 163940001 128.221 116.432 140.01
6 WU_10.2_6_151505777 163952941 128.225 116.432 140.018
6 ALGA0037624 163973390 128.255 116.432 140.078
6 6_151551333 163997923 128.361 116.457 140.265
6 WU_10.2_6_151577781 164024199 128.442 116.482 140.402
6 H3GA0019217 164044870 128.446 116.482 140.41
6 WU_10.2_6_151626765 164073786 128.523 116.516 140.53
6 WU_10.2_6_151632701 164079716 128.544 116.516 140.572
6 WU_10.2_6_151656117 164104286 128.792 116.719 140.865
6 ALGA0037640 164129991 128.8985 116.761 141.036
6 ASGA0030153 164150761 128.9535 116.828 141.079
6 DIAS0002089 164172188 128.9535 116.828 141.079
6 WU_10.2_6_151740290 164189417 128.9535 116.828 141.079
6 ALGA0037650 164205700 128.9535 116.828 141.079
6 H3GA0019235 164243909 128.958 116.828 141.088
6 ALGA0037661 164267809 129.035 116.862 141.208
6 WU_10.2_6_151972341 164451623 129.3185 116.988 141.649
6 ASGA0105570 164716926 129.413 117.03 141.796
6 WU_10.2_6_152263991 164772386 129.632 117.106 142.158
6 WU_10.2_6_152335393 164807745 129.641 117.106 142.176
6 WU_10.2_6_152294303 164849343 129.722 117.199 142.245
6 H3GA0055748 164878207 129.7865 117.216 142.357
6 WU_10.2_6_152463911 165001280 130.109 117.393 142.825
6 H3GA0055275 165030056 130.39 117.477 143.303
6 DIAS0000412 165061162 130.4545 117.485 143.424
6 MARC0017939 165061683 130.5445 117.587 143.502
6 WU_10.2_6_152569339 165090249 130.57 117.603 143.537
6 ALGA0037677 165136688 130.57 117.603 143.537
6 DBWU0000732 165224986 130.7415 117.747 143.736
6 CASI0007691 165252409 130.828 117.781 143.875
6 INRA0022824 165271492 130.828 117.781 143.875
6 WU_10.2_6_152888896 165377009 130.896 117.848 143.944
6 M1GA0009026 165421933 130.9045 117.848 143.961
6 ASGA0030227 165443444 130.9345 117.856 144.013
6 ASGA0030228 165464833 131.1585 118 144.317
6 WU_10.2_6_153009831 165497688 131.1585 118 144.317
6 ASGA0030235 165616490 131.1625 118.008 144.317
6 ALGA0037706 165657661 131.167 118.008 144.326
6 ASGA0030240 165835717 131.1755 118.008 144.343
6 H3GA0019269 165850427 131.24 118.05 144.43
6 MARC0096739 165892172 131.24 118.05 144.43
6 H3GA0019276 165907352 131.3475 118.092 144.603
6 H3GA0019279 165972241 131.382 118.126 144.638
6 6_153421291 166013229 131.4165 118.143 144.69
6 ALGA0037736 166035321 131.4635 118.185 144.742
6 M1GA0009045 166119796 131.541 118.244 144.838
6 ALGA0037743 166148395 131.601 118.295 144.907
6 WU_10.2_6_153610632 166284366 131.601 118.295 144.907
6 ASGA0083796 166292962 131.648 118.328 144.968
6 WU_10.2_6_153920588 166335752 131.695 118.396 144.994
6 DIAS0000470 166338242 131.764 118.447 145.081
6 WU_10.2_6_154056426 166523401 131.924 118.506 145.342
6 ALGA0037748 166615012 131.9285 118.506 145.351
6 ASGA0030288 166675539 131.959 118.506 145.412
6 ASGA0030290 166688029 131.959 118.506 145.412
6 ASGA0030294 166727255 132.0105 118.539 145.482
6 ALGA0037759 166749772 132.1185 118.59 145.647
6 ASGA0030317 166781955 132.175 118.624 145.726
6 ALGA0037770 166792973 132.2775 118.742 145.813
6 ASGA0030308 166817992 132.3945 118.836 145.953
6 MARC0048184 166851305 132.4205 118.853 145.988
6 MARC0002689 166910967 132.4805 118.912 146.049
6 ASGA0096302 167029539 132.555 118.938 146.172
6 ALGA0113339 167180506 132.667 119.091 146.243
6 WU_10.2_6_154664040 167192729 132.667 119.091 146.243
6 ALGA0106868 167199552 132.6805 119.1 146.261
6 ASGA0094863 167211378 132.7725 119.151 146.394
6 H3GA0053752 167345331 132.991 119.356 146.626
6 ASGA0097390 167415631 133.0085 119.391 146.626
6 MARC0058116 167474009 133.109 119.476 146.742
6 H3GA0054240 167477421 133.109 119.476 146.742
6 H3GA0054834 167518152 133.2115 119.589 146.834
6 WU_10.2_6_155043228 167671485 133.225 119.589 146.861
6 M1GA0009091 167770898 133.2655 119.624 146.907
6 H3GA0019322 167797522 133.3155 119.659 146.972
6 ALGA0119277 167841008 133.329 119.667 146.991
6 ASGA0030335 167850197 133.3475 119.676 147.019
6 H3GA0019335 167858435 133.38 119.676 147.084
6 ASGA0030372 167886218 133.3895 119.676 147.103
6 ASGA0030343 167936003 133.601 119.844 147.358
6 H3GA0019354 167986191 133.755 119.946 147.564
6 ALGA0037812 167989528 133.7745 119.946 147.603
6 ASGA0030357 168005287 133.822 120.002 147.642
6 ASGA0030351 168026991 133.9 120.078 147.722
6 MARC0011531 168161534 134.0965 120.193 148
6 AFFX-114594216 168268278 134.163 120.222 148.104
6 ASGA0090495 168463646 134.168 120.222 148.114
6 ASGA0084445 168540460 134.267 120.251 148.283
6 MARC0017341 168558609 134.267 120.251 148.283
6 ASGA0089364 168561890 134.267 120.251 148.283
6 6_156114137 168615818 134.272 120.251 148.293
6 MARC0065489 168655173 134.303 120.27 148.336
6 MARC0109147 168664424 134.303 120.27 148.336
6 ASGA0098932 168729244 134.356 120.27 148.442
6 ASGA0097787 168736581 134.356 120.27 148.442
6 MARC0043200 168790871 134.3825 120.27 148.495
6 MARC0041927 168803772 134.3825 120.27 148.495
6 ALGA0106402 168803808 134.3825 120.27 148.495
6 MARC0100762 168806759 134.3875 120.27 148.505
6 ASGA0084295 168857055 134.3875 120.27 148.505
6 ASGA0102579 168872362 134.3985 120.27 148.527
6 ALGA0115762 168897980 134.4305 120.27 148.591
6 MARC0073504 168899114 134.452 120.27 148.634
6 MARC0055650 168916590 134.488 120.31 148.666
6 MARC0092512 168931165 134.579 120.372 148.786
6 MARC0016290 169185577 134.6535 120.455 148.852
6 MARC0104650 169216540 134.708 120.487 148.929
6 H3GA0056594 169246226 134.7305 120.487 148.974
6 MARC0055569 169260133 134.753 120.487 149.019
6 ASGA0084474 169350462 134.872 120.608 149.136
6 MARC0075342 169395054 134.907 120.619 149.195
6 MARC0011447 169496422 134.9475 120.63 149.265
6 CASI0008589 169767808 135.058 120.685 149.431
6 MARC0113629 169834211 135.082 120.685 149.479
6 M1GA0025526 169834399 135.082 120.685 149.479
6 MARC0033894 169852266 135.094 120.685 149.503
6 ASGA0084182 169857201 135.094 120.685 149.503
6 WU_10.2_6_156964048 169887938 135.19 120.742 149.638
6 M1GA0024350 169917171 135.196 120.742 149.65
6 M1GA0026172 169927307 135.2395 120.766 149.713
6 ASGA0101852 170223522 135.26 120.766 149.754
6 ASGA0099747 170273202 135.2735 120.766 149.781
6 H3GA0052806 170305876 135.2735 120.766 149.781
6 ASGA0103354 170319677 135.2735 120.766 149.781
6 MARC0072411 170366022 135.291 120.783 149.799
6 ASGA0030388 170423204 135.3105 120.803 149.818
6 M1GA0009139 170691556 135.3105 120.803 149.818
6 WU_10.2_6_157722783 170764624 135.3105 120.803 149.818
6 MARC0013985 170776179 135.3105 120.803 149.818
7 WU_10.2_7_25764 171359 0 0 0
7 WU_10.2_7_70135 217203 0 0 0
7 WU_10.2_7_191580 338811 0.086 0.025 0.147
7 WU_10.2_7_208384 355616 0.221 0.084 0.358
7 WU_10.2_7_802754 572879 0.342 0.203 0.481
7 WU_10.2_7_684039 586406 0.3495 0.203 0.496
7 WU_10.2_7_707738 651731 0.3495 0.203 0.496
7 WU_10.2_7_915083 713779 0.402 0.255 0.549
7 ALGA0037860 730808 0.4145 0.267 0.562
7 WU_10.2_7_1068578 870197 0.477 0.305 0.649
7 WU_10.2_7_1101394 908825 0.496 0.318 0.674
7 ASGA0030419 934459 0.612 0.441 0.783
7 MARC0001321 981452 0.612 0.441 0.783
7 WU_10.2_7_1191930 999254 0.7195 0.538 0.901
7 WU_10.2_7_1224725 1031922 0.743 0.538 0.948
7 WU_10.2_7_1253648 1065162 0.743 0.538 0.948
7 ASGA0030426 1072184 0.743 0.538 0.948
7 WU_10.2_7_1320670 1132634 0.743 0.538 0.948
7 WU_10.2_7_1336203 1148168 0.743 0.538 0.948
7 WU_10.2_7_1371105 1183066 0.743 0.538 0.948
7 WU_10.2_7_1401454 1213416 0.743 0.538 0.948
7 WU_10.2_7_1424874 1236696 0.772 0.561 0.983
7 WU_10.2_7_1517695 1383007 0.778 0.573 0.983
7 ALGA0037987 1439965 0.778 0.573 0.983
7 WU_10.2_7_1602625 1470740 0.778 0.573 0.983
7 M1GA0009342 1479823 0.778 0.573 0.983
7 WU_10.2_7_1637113 1505221 0.778 0.573 0.983
7 ASGA0030574 1569385 0.8245 0.596 1.053
7 WU_10.2_7_1683205 1582908 0.836 0.596 1.076
7 M1GA0009341 1604561 0.8655 0.643 1.088
7 WU_10.2_7_1713991 1613539 0.871 0.643 1.099
7 WU_10.2_7_1806683 1707547 0.9875 0.783 1.192
7 WU_10.2_7_1907282 1842746 1.25 1.158 1.342
7 WU_10.2_7_1965786 1901293 1.2615 1.17 1.353
7 WU_10.2_7_1896353 1920296 1.346 1.216 1.476
7 SIRI0000004 1927839 1.357 1.216 1.498
7 WU_10.2_7_2004974 1944164 1.357 1.216 1.498
7 WU_10.2_7_2019003 1958201 1.391 1.239 1.543
7 MARC0023105 1973238 1.4975 1.353 1.642
7 H3GA0019485 1993618 1.4975 1.353 1.642
7 WU_10.2_7_2074851 2012584 1.4975 1.353 1.642
7 ALGA0037969 2028722 1.6825 1.501 1.864
7 WU_10.2_7_2145778 2083492 1.7835 1.593 1.974
7 DRGA0007045 2107720 1.7835 1.593 1.974
7 WU_10.2_7_2212539 2150493 1.8055 1.593 2.018
7 WU_10.2_7_2237840 2175718 1.8435 1.604 2.083
7 ALGA0037960 2192688 1.8435 1.604 2.083
7 WU_10.2_7_2266040 2203524 1.8435 1.604 2.083
7 ASGA0030530 2214708 1.937 1.672 2.202
7 WU_10.2_7_2319256 2256717 1.975 1.672 2.278
7 M1GA0009275 2274485 1.975 1.672 2.278
7 MARC0061573 2305483 1.991 1.683 2.299
7 WU_10.2_7_2420996 2359671 1.9965 1.694 2.299
7 ASGA0030486 2370614 2.124 1.856 2.392
7 WU_10.2_7_2507432 2426655 2.124 1.856 2.392
7 WU_10.2_7_2609970 2497485 2.187 1.931 2.443
7 WU_10.2_7_2530516 2532659 2.2195 1.996 2.443
7 WU_10.2_7_2551337 2553478 2.2295 1.996 2.463
7 WU_10.2_7_2580393 2582366 2.291 2.049 2.533
7 WU_10.2_7_2631990 2618727 2.4505 2.259 2.642
7 WU_10.2_7_2659265 2645567 2.456 2.27 2.642
7 WU_10.2_7_2689875 2676147 2.461 2.27 2.652
7 WU_10.2_7_2702759 2688945 2.461 2.27 2.652
7 H3GA0019409 2749415 2.466 2.28 2.652
7 WU_10.2_7_2795909 2781603 2.4765 2.291 2.662
7 WU_10.2_7_2814346 2800006 2.4765 2.291 2.662
7 WU_10.2_7_2831427 2817085 2.4765 2.291 2.662
7 H3GA0019406 2849221 2.4915 2.301 2.682
7 WU_10.2_7_2943462 2875939 2.5065 2.322 2.691
7 WU_10.2_7_2962338 2898242 2.5325 2.354 2.711
7 WU_10.2_7_2978778 2916971 2.5325 2.354 2.711
7 ASGA0030440 2954492 2.572 2.374 2.77
7 WU_10.2_7_3089418 2986302 2.7145 2.542 2.887
7 WU_10.2_7_3108272 3005156 2.7145 2.542 2.887
7 7_3117029 3013914 2.9335 2.794 3.073
7 WU_10.2_7_3136503 3033395 3.02 2.909 3.131
7 WU_10.2_7_3168484 3065378 3.041 2.941 3.141
7 WU_10.2_7_3191270 3088163 3.0605 2.951 3.17
7 H3GA0019402 3104892 3.1595 3.129 3.19
7 WU_10.2_7_3247773 3145178 3.391 3.318 3.464
7 ALGA0037995 3422988 3.8565 3.759 3.954
7 WU_10.2_7_3486239 3482484 3.945 3.8 4.09
7 H3GA0019507 3491343 3.945 3.8 4.09
7 WU_10.2_7_3519101 3516084 3.9505 3.811 4.09
7 MARC0007845 3540844 3.9955 3.852 4.139
7 WU_10.2_7_3543853 3552805 4.3945 4.088 4.701
7 WU_10.2_7_3580113 3594099 4.589 4.322 4.856
7 MARC0046850 3614845 4.5935 4.322 4.865
7 WU_10.2_7_3421926 3632446 4.667 4.431 4.903
7 WU_10.2_7_3444726 3655268 4.7145 4.46 4.969
7 H3GA0019527 3676156 4.724 4.47 4.978
7 WU_10.2_7_3786251 3704279 4.8 4.519 5.081
7 WU_10.2_7_3773801 3716986 4.8 4.519 5.081
7 MARC0005673 3759490 4.8975 4.548 5.247
7 MARC0017746 3815215 5.047 4.616 5.478
7 WU_10.2_7_4045786 3844113 5.0985 4.645 5.552
7 ASGA0030633 3856944 5.1405 4.693 5.588
7 MARC0027939 3862383 5.2195 4.74 5.699
7 WU_10.2_7_4076029 3874365 5.2195 4.74 5.699
7 WU_10.2_7_4095479 3893815 5.2195 4.74 5.699
7 ASGA0030638 3905792 5.3075 4.75 5.865
7 WU_10.2_7_4152973 3951240 5.3675 4.76 5.975
7 WU_10.2_7_4179903 3978164 5.4275 4.769 6.086
7 ASGA0030649 3989324 5.4275 4.769 6.086
7 WU_10.2_7_4224092 4022351 5.5865 4.922 6.251
7 H3GA0019560 4059246 5.648 4.999 6.297
7 ALGA0104284 4082645 5.727 5.037 6.417
7 ASGA0030664 4313497 5.922 5.17 6.674
7 WU_10.2_7_4339725 4326750 5.9405 5.18 6.701
7 WU_10.2_7_4354660 4341494 5.959 5.189 6.729
7 M1GA0009396 4368771 6.028 5.199 6.857
7 WU_10.2_7_4420020 4406059 6.13 5.256 7.004
7 WU_10.2_7_4436073 4422081 6.2415 5.37 7.113
7 ASGA0030685 4448429 6.3335 5.389 7.278
7 WU_10.2_7_4488110 4475016 6.366 5.418 7.314
7 WU_10.2_7_4533045 4519759 6.366 5.418 7.314
7 H3GA0019615 4555188 6.403 5.465 7.341
7 WU_10.2_7_4580980 4568723 6.4165 5.465 7.368
7 WU_10.2_7_4623723 4611284 6.421 5.465 7.377
7 ASGA0030705 4624290 6.421 5.465 7.377
7 WU_10.2_7_4658272 4645765 6.443 5.474 7.412
7 WU_10.2_7_4680039 4667522 6.5785 5.639 7.518
7 WU_10.2_7_4777306 4689809 6.6505 5.676 7.625
7 DRGA0007051 4717571 6.6955 5.74 7.651
7 WU_10.2_7_4840234 4733049 6.853 5.887 7.819
7 WU_10.2_7_4843863 4736678 6.8755 5.887 7.864
7 ALGA0038112 4765310 7.0995 6.079 8.12
7 WU_10.2_7_4885022 4779335 7.104 6.079 8.129
7 WU_10.2_7_4900147 4794544 7.1175 6.079 8.156
7 ASGA0030735 4838610 7.1755 6.107 8.244
7 WU_10.2_7_4959871 4854266 7.2555 6.152 8.359
7 WU_10.2_7_4973517 4867925 7.283 6.171 8.395
7 H3GA0019644 4915102 7.443 6.226 8.66
7 WU_10.2_7_5034795 4930409 7.514 6.271 8.757
7 WU_10.2_7_5042138 4937752 7.731 6.388 9.074
7 WU_10.2_7_5102208 4997822 7.99 6.668 9.312
7 M1GA0009455 5008671 7.994 6.668 9.32
7 WU_10.2_7_5162412 5058020 8.1405 6.767 9.514
7 M1GA0009457 5089734 8.1895 6.821 9.558
7 H3GA0019673 5101537 8.398 7.001 9.795
7 WU_10.2_7_5244692 5140295 8.4555 7.028 9.883
7 WU_10.2_7_5255726 5151332 8.5035 7.028 9.979
7 M1GA0009471 5203033 8.74 7.107 10.373
7 WU_10.2_7_5322061 5217697 8.8235 7.23 10.417
7 WU_10.2_7_5393200 5242217 8.841 7.23 10.452
7 WU_10.2_7_5528844 5263121 8.867 7.239 10.495
7 WU_10.2_7_5496103 5296010 8.9195 7.274 10.565
7 WU_10.2_7_5473121 5318968 8.9195 7.274 10.565
7 WU_10.2_7_5437766 5355785 8.946 7.274 10.618
7 H3GA0019690 5366440 8.95 7.274 10.626
7 WU_10.2_7_5421638 5372125 8.9545 7.274 10.635
7 WU_10.2_7_5630526 5445120 8.9985 7.292 10.705
7 ALGA0038213 5455605 9.011 7.3 10.722
7 H3GA0019696 5471533 9.0335 7.327 10.74
7 H3GA0019694 5482788 9.094 7.344 10.844
7 WU_10.2_7_5690013 5507216 9.212 7.458 10.966
7 WU_10.2_7_5717775 5513630 9.589 7.871 11.307
7 ASGA0030843 5570808 9.7985 8.09 11.507
7 WU_10.2_7_5792644 5588889 9.8725 8.212 11.533
7 WU_10.2_7_5811706 5608003 10.012 8.422 11.602
7 H3GA0019706 5618487 10.076 8.49 11.662
7 WU_10.2_7_5844934 5640996 10.076 8.49 11.662
7 MARC0051485 5695070 10.1185 8.524 11.713
7 WU_10.2_7_5910091 5705544 10.2065 8.624 11.789
7 ASGA0030853 5741974 10.316 8.682 11.95
7 WU_10.2_7_5963564 5759016 10.345 8.698 11.992
7 WU_10.2_7_5988245 5783663 10.3785 8.748 12.009
7 ALGA0038234 5796202 10.408 8.773 12.043
7 ASGA0030861 5812005 10.4335 8.773 12.094
7 WU_10.2_7_6078870 5874224 10.4625 8.806 12.119
7 ASGA0030867 5886445 10.4795 8.823 12.136
7 WU_10.2_7_6117715 5913052 10.5045 8.848 12.161
7 WU_10.2_7_6142487 5937750 10.517 8.848 12.186
7 H3GA0019741 5974411 10.5505 8.873 12.228
7 WU_10.2_7_6201693 6004098 10.5925 8.914 12.271
7 WU_10.2_7_6233856 6036262 10.601 8.931 12.271
7 WU_10.2_7_6285861 6088419 10.964 9.615 12.313
7 ALGA0038255 6105983 11.0265 9.707 12.346
7 WU_10.2_7_6375271 6168501 11.0805 9.781 12.38
7 WU_10.2_7_6414399 6207623 11.168 9.889 12.447
7 ALGA0038261 6218831 11.185 9.914 12.456
7 WU_10.2_7_6437621 6230846 11.2225 9.939 12.506
7 WU_10.2_7_6460584 6253809 11.2475 9.972 12.523
7 WU_10.2_7_6475014 6268239 11.2475 9.972 12.523
7 WU_10.2_7_6488578 6281803 11.59 10.471 12.709
7 ASGA0030887 6336869 11.6105 10.504 12.717
7 WU_10.2_7_6558496 6351735 11.6395 10.562 12.717
7 H3GA0019748 6365603 11.6565 10.579 12.734
7 WU_10.2_7_6585092 6378328 11.669 10.604 12.734
7 WU_10.2_7_6610245 6403478 11.748 10.712 12.784
7 WU_10.2_7_6641603 6434835 11.765 10.72 12.81
7 WU_10.2_7_6701781 6495013 11.7855 10.745 12.826
7 WU_10.2_7_6712527 6505743 11.8145 10.761 12.868
7 DRGA0007078 6545255 11.844 10.761 12.927
7 WU_10.2_7_6762079 6557685 11.8695 10.778 12.961
7 WU_10.2_7_6786623 6572354 11.8735 10.786 12.961
7 WU_10.2_7_6793480 6579210 11.882 10.786 12.978
7 WU_10.2_7_6858904 6644634 11.916 10.795 13.037
7 WU_10.2_7_6889468 6675175 11.9865 10.819 13.154
7 WU_10.2_7_6917221 6703380 12.075 10.844 13.306
7 WU_10.2_7_6933387 6720243 12.2385 10.944 13.533
7 WU_10.2_7_6945588 6732442 12.457 11.035 13.879
7 WU_10.2_7_7012908 6799726 12.708 11.234 14.182
7 WU_10.2_7_7039671 6826487 12.708 11.234 14.182
7 WU_10.2_7_7071979 6858811 12.876 11.325 14.427
7 WU_10.2_7_7095881 6882714 13.0845 11.49 14.679
7 WU_10.2_7_7108249 6895082 13.3485 11.664 15.033
7 MARC0040353 6928323 13.382 11.672 15.092
7 WU_10.2_7_7152107 6938938 13.8265 11.986 15.667
7 WU_10.2_7_7271230 6956205 14.1825 12.234 16.131
